Marker,Chromosome,Linkage_Group,Cross,Start_Position_on_Chromosome,End_Position_on_Chromosome,LOD,Quantitative_Trait,Percent_Variance_Explained,Study_Specific_Information,Publication
Am235E,25,4,Pachon x Surface F2,43382602,43382084,NA,NA,NA,NA,Protas_et_al.2008
Am235E,25,4,Pachon x Surface F2,43382602,43382084,NA,NA,NA,NA,Protas_et_al.2008
Am235E,25,4,Pachon x Surface F2,43382602,43382084,NA,NA,NA,NA,Protas_et_al.2008
Am235E,25,4,Pachon x Surface F2,43382602,43382084,NA,NA,NA,NA,Protas_et_al.2008
Am235E,25,4,Pachon x Surface F2,43382602,43382084,NA,NA,NA,NA,Protas_et_al.2008
Am235E,25,4,Pachon x Surface F2,43382602,43382084,NA,NA,NA,NA,Protas_et_al.2008
Am235E,25,4,Pachon x Surface F2,43382602,43382084,NA,NA,NA,NA,Protas_et_al.2008
Am235E,25,4,Pachon x Surface F2,43382602,43382084,NA,NA,NA,NA,Protas_et_al.2008
Am235E,25,4,Pachon x Surface F2,43382602,43382084,NA,NA,NA,NA,Protas_et_al.2007
Am235E,25,4,Pachon x Surface F2,43382602,43382084,NA,NA,NA,NA,Protas_et_al.2007
Am6A,25,4,Pachon x Surface F2,43785140,43784774,NA,NA,NA,NA,Protas_et_al.2008
Am6A,25,4,Pachon x Surface F2,43785140,43784774,NA,NA,NA,NA,Protas_et_al.2008
Am6A,25,4,Pachon x Surface F2,43785140,43784774,NA,NA,NA,NA,Protas_et_al.2008
Am6A,25,4,Pachon x Surface F2,43785140,43784774,NA,NA,NA,NA,Protas_et_al.2008
Am6A,25,4,Pachon x Surface F2,43785140,43784774,NA,NA,NA,NA,Protas_et_al.2008
Am6A,25,4,Pachon x Surface F2,43785140,43784774,NA,NA,NA,NA,Protas_et_al.2008
Am6A,25,4,Pachon x Surface F2,43785140,43784774,NA,NA,NA,NA,Protas_et_al.2008
Am6A,25,4,Pachon x Surface F2,43785140,43784774,NA,NA,NA,NA,Protas_et_al.2008
Am6A,25,4,Pachon x Surface F2,43785140,43784774,NA,NA,NA,NA,Protas_et_al.2007
Am6A,25,4,Pachon x Surface F2,43785140,43784774,NA,NA,NA,NA,Protas_et_al.2007
Am117C,25,4,Pachon x Surface F2,43977288,43976902,NA,NA,NA,NA,Protas_et_al.2008
Am117C,25,4,Pachon x Surface F2,43977288,43976902,NA,NA,NA,NA,Protas_et_al.2008
Am117C,25,4,Pachon x Surface F2,43977288,43976902,NA,NA,NA,NA,Protas_et_al.2008
Am117C,25,4,Pachon x Surface F2,43977288,43976902,NA,NA,NA,NA,Protas_et_al.2008
Am117C,25,4,Pachon x Surface F2,43977288,43976902,NA,NA,NA,NA,Protas_et_al.2008
Am117C,25,4,Pachon x Surface F2,43977288,43976902,NA,NA,NA,NA,Protas_et_al.2008
Am117C,25,4,Pachon x Surface F2,43977288,43976902,NA,NA,NA,NA,Protas_et_al.2008
Am117C,25,4,Pachon x Surface F2,43977288,43976902,NA,NA,NA,NA,Protas_et_al.2008
Am117C,25,4,Pachon x Surface F2,43977288,43976902,NA,NA,NA,NA,Protas_et_al.2007
Am117C,25,4,Pachon x Surface F2,43977288,43976902,NA,NA,NA,NA,Protas_et_al.2007
RAD_19535,Unplaced_Scaffold_5,19,NA,338846,338751,NA,NA,NA,NA,Kowalko.et.al.2013.PNAS
RAD_19127,Unplaced_Scaffold_5,19,NA,685871,685776,NA,NA,NA,NA,Kowalko.et.al.2013.PNAS
RAD_31776,Unplaced_Scaffold_5,19,NA,977671,977576,NA,NA,NA,NA,Kowalko.et.al.2013.PNAS
Am42A,Unplaced_Scaffold_5,19,NA,4261365,4261157,NA,NA,NA,NA,Kowalko.et.al.2013.PNAS
Am136A,Unplaced_Scaffold_5,19,NA,5893770,5892972,NA,NA,NA,NA,Kowalko.et.al.2013.PNAS
RAD_33773,Unplaced_Scaffold_5,19,NA,7311900,7311995,NA,NA,NA,NA,Kowalko.et.al.2013.PNAS
RAD_36939,Unplaced_Scaffold_5,19,NA,7525987,7525892,NA,NA,NA,NA,Kowalko.et.al.2013.PNAS
Am203D,Unplaced_Scaffold_5,19,NA,8573954,8574367,NA,NA,NA,NA,Kowalko.et.al.2013.PNAS
Am232C,Unplaced_Scaffold_25,20,Pachon x Surface F2,314486,314784,NA,NA,NA,NA,Protas_et_al.2008
Am232C,Unplaced_Scaffold_25,20,NA,314486,314784,NA,NA,NA,NA,Kowalko.et.al.2013.PNAS
Am135A,Unplaced_Scaffold_50,2,Pachon x Surface F2,215860,215111,NA,NA,NA,NA,Protas_et_al.2008
Am135A,Unplaced_Scaffold_50,2,Pachon x Surface F2,215860,215111,NA,NA,NA,NA,Protas_et_al.2008
Am135A,Unplaced_Scaffold_50,2,Pachon x Surface F2,215860,215111,NA,NA,NA,NA,Protas_et_al.2008
Am135A,Unplaced_Scaffold_50,2,Pachon x Surface F2,215860,215111,NA,NA,NA,NA,Protas_et_al.2008
Am135A,Unplaced_Scaffold_50,2,Pachon x Surface F2,215860,215111,NA,NA,NA,NA,Protas_et_al.2008
Am135A,Unplaced_Scaffold_50,2,Pachon x Surface F2,215860,215111,NA,NA,NA,NA,Protas_et_al.2008
Am135A,Unplaced_Scaffold_50,2,Pachon x Surface F2,215860,215111,NA,NA,NA,NA,Protas_et_al.2007
Am135A,Unplaced_Scaffold_50,2,Pachon x Surface F2,215860,215111,NA,NA,NA,NA,Protas_et_al.2007
Am135A,Unplaced_Scaffold_50,2,Pachon x Texas Surface F2 and F3,215860,215111,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2012
Am135A,Unplaced_Scaffold_50,2,Pachon x Texas Surface F2,215860,215111,NA,NA,NA,NA,O.Quin.et.al.2012
NYU37,Unplaced_Scaffold_60,23,Pachon x Surface F2,4875124,4876144,NA,NA,NA,NA,Protas_et_al.2007
NYU8,Unplaced_Scaffold_60,23,Pachon x Surface F2,5454009,5454837,NA,NA,NA,NA,Protas_et_al.2007
Am13C,Unplaced_Scaffold_105,8,Pachon x Surface F2,2756985,2756911,NA,NA,NA,NA,Protas_et_al.2008
Am13C,Unplaced_Scaffold_105,8,Pachon x Surface F2,2756985,2756911,NA,NA,NA,NA,Protas_et_al.2008
Am13C,Unplaced_Scaffold_105,8,Pachon x Surface F2,2756985,2756911,NA,NA,NA,NA,Protas_et_al.2008
Am13C,Unplaced_Scaffold_105,8,Pachon x Surface F2,2756985,2756911,NA,NA,NA,NA,Protas_et_al.2008
JK_4170.25r,Unplaced_Scaffold_148,NA,Tinaja x Surface F2,294954,294859,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
JK_4170.25r,Unplaced_Scaffold_148,NA,Tinaja x Surface F2,294954,294859,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
RAD_80257,Unplaced_Scaffold_154,24,Pachon x Texas Surface F2,480461,480556,NA,NA,NA,NA,O.Quin.et.al.2012
Am227E,Unplaced_Scaffold_179,23,Pachon x Surface F2,2174461,2174749,NA,NA,NA,NA,Protas_et_al.2008
Am227E,Unplaced_Scaffold_179,23,Pachon x Surface F2,2174461,2174749,NA,NA,NA,NA,Protas_et_al.2008
Am227E,Unplaced_Scaffold_179,23,Pachon x Surface F2,2174461,2174749,NA,NA,NA,NA,Protas_et_al.2008
Am227E,Unplaced_Scaffold_179,23,Pachon x Surface F2,2174461,2174749,NA,NA,NA,NA,Protas_et_al.2007
Am105B,Unplaced_Scaffold_205,1,Pachon x Surface F2,4786833,4786407,NA,NA,NA,NA,Protas_et_al.2008
Am105B,Unplaced_Scaffold_205,1,Pachon x Surface F2,4786833,4786407,NA,NA,NA,NA,Protas_et_al.2008
Am105B,Unplaced_Scaffold_205,1,Pachon x Surface F2,4786833,4786407,NA,NA,NA,NA,Protas_et_al.2007
JK_3652.31r,Unplaced_Scaffold_398,NA,Tinaja x Surface F2,2104307,2104402,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
RAD_95271,Unplaced_Scaffold_534,11,Pachon x Texas Surface F2,35646,35551,NA,NA,NA,NA,O.Quin.et.al.2012
RAD_70351,Unplaced_Scaffold_2467,11,Pachon x Texas Surface F2,1759705,1759800,NA,NA,NA,NA,O.Quin.et.al.2012
Am222B,Unplaced_Scaffold_2467,11,Pachon x Texas Surface F2,2061329,2061677,NA,NA,NA,NA,O.Quin.et.al.2012
Am113B,Unplaced_Scaffold_2506,3,Pachon x Surface F2,966875,967494,NA,NA,NA,NA,Protas_et_al.2007
Am204E,Unplaced_Scaffold_2516,2,Pachon x Surface F2,108177,107709,NA,NA,NA,NA,Protas_et_al.2008
Am204E,Unplaced_Scaffold_2516,2,Pachon x Surface F2,108177,107709,NA,NA,NA,NA,Protas_et_al.2008
Am204E,Unplaced_Scaffold_2516,2,Pachon x Surface F2,108177,107709,NA,NA,NA,NA,Protas_et_al.2008
Am204E,Unplaced_Scaffold_2516,2,Pachon x Surface F2,108177,107709,NA,NA,NA,NA,Protas_et_al.2008
Am204E,Unplaced_Scaffold_2516,2,Pachon x Surface F2,108177,107709,NA,NA,NA,NA,Protas_et_al.2008
Am204E,Unplaced_Scaffold_2516,2,Pachon x Surface F2,108177,107709,NA,NA,NA,NA,Protas_et_al.2008
Am204E,Unplaced_Scaffold_2516,2,Pachon x Surface F2,108177,107709,NA,NA,NA,NA,Protas_et_al.2008
Am204E,Unplaced_Scaffold_2516,2,Pachon x Surface F2,108177,107709,NA,NA,NA,NA,Protas_et_al.2007
Am204E,Unplaced_Scaffold_2516,2,Pachon x Surface F2,108177,107709,NA,NA,NA,NA,Protas_et_al.2007
Am204E,Unplaced_Scaffold_2516,2,Pachon x Texas Surface F2 and F3,108177,107709,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2012
Am204E,Unplaced_Scaffold_2516,2,NA,108177,107709,NA,NA,NA,NA,Kowalko.et.al.2013.PNAS
Am120B,Unplaced_Scaffold_2516,2,Pachon x Surface F2,2509855,2509379,NA,NA,NA,NA,Protas_et_al.2008
Am120B,Unplaced_Scaffold_2516,2,Pachon x Surface F2,2509855,2509379,NA,NA,NA,NA,Protas_et_al.2007
Am120B,Unplaced_Scaffold_2516,2,Pachon x Surface F2,2509855,2509379,NA,NA,NA,NA,Protas_et_al.2007
Am120B,Unplaced_Scaffold_2516,2,Pachon x Texas Surface F2 and F3,2509855,2509379,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2012
Am120B,Unplaced_Scaffold_2516,2,NA,2509855,2509379,NA,NA,NA,NA,Kowalko.et.al.2013.PNAS
RAD_33752,Unplaced_Scaffold_2516,2,Pachon x Surface F2,2701113,2701018,NA,NA,NA,NA,Protas_et_al.2008
RAD_33752,Unplaced_Scaffold_2516,2,Pachon x Texas Surface F2 and F3,2701113,2701018,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2012
RAD_33752,Unplaced_Scaffold_2516,2,NA,2701113,2701018,NA,NA,NA,NA,Kowalko.et.al.2013.PNAS
Am222D,Unplaced_Scaffold_2516,2,Pachon x Surface F2,4198575,4198087,NA,NA,NA,NA,Protas_et_al.2008
Am222D,Unplaced_Scaffold_2516,2,Pachon x Texas Surface F2 and F3,4198575,4198087,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2012
Am222D,Unplaced_Scaffold_2516,2,NA,4198575,4198087,NA,NA,NA,NA,Kowalko.et.al.2013.PNAS
Am222E,Unplaced_Scaffold_2516,16,Pachon x Surface F2,4198575,4198087,NA,NA,NA,NA,Protas_et_al.2008
Am222E,Unplaced_Scaffold_2516,16,Pachon x Surface F2,4198575,4198087,NA,NA,NA,NA,Protas_et_al.2007
Am222E,Unplaced_Scaffold_2516,16,Pachon x Surface F2,4198575,4198087,NA,NA,NA,NA,Protas_et_al.2007
Am222E,Unplaced_Scaffold_2516,16,Pachon x Surface F2,4198575,4198087,NA,NA,NA,NA,Protas_et_al.2007
Am222E,Unplaced_Scaffold_2516,16,Pachon x Texas Surface F2 and F3,4198575,4198087,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2012
Am216B,Unplaced_Scaffold_2516,2,Pachon x Surface F2,4235365,4235833,NA,NA,NA,NA,Protas_et_al.2008
Am216B,Unplaced_Scaffold_2516,2,Pachon x Texas Surface F2 and F3,4235365,4235833,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2012
Am216B,Unplaced_Scaffold_2516,2,NA,4235365,4235833,NA,NA,NA,NA,Kowalko.et.al.2013.PNAS
JK_1809.32r,Unplaced_Scaffold_2614,NA,Tinaja x Surface F2,184700,184795,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
JK_1809.32r,Unplaced_Scaffold_2614,NA,Tinaja x Surface F2,184700,184795,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
Am213D,Unplaced_Scaffold_2632,5,Pachon x Surface F2,2730696,2730151,NA,NA,NA,NA,Protas_et_al.2008
RAD_80647,Unplaced_Scaffold_2706,2,Pachon x Texas Surface F2 and F3,825778,825683,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2012
RAD_80647,Unplaced_Scaffold_2706,2,Pachon x Texas Surface F2 and F3,825778,825683,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2015
Am142A,Unplaced_Scaffold_2727,2,Pachon x Surface F2,188599,189097,NA,NA,NA,NA,Protas_et_al.2008
Am142A,Unplaced_Scaffold_2727,2,Pachon x Surface F2,188599,189097,NA,NA,NA,NA,Protas_et_al.2008
Am142A,Unplaced_Scaffold_2727,2,Pachon x Surface F2,188599,189097,NA,NA,NA,NA,Protas_et_al.2008
Am142A,Unplaced_Scaffold_2727,2,Pachon x Surface F2,188599,189097,NA,NA,NA,NA,Protas_et_al.2008
Am142A,Unplaced_Scaffold_2727,2,Pachon x Surface F2,188599,189097,NA,NA,NA,NA,Protas_et_al.2008
Am142A,Unplaced_Scaffold_2727,2,Pachon x Surface F2,188599,189097,NA,NA,NA,NA,Protas_et_al.2008
Am142A,Unplaced_Scaffold_2727,2,Pachon x Surface F2,188599,189097,NA,NA,NA,NA,Protas_et_al.2007
Am142A,Unplaced_Scaffold_2727,2,Pachon x Surface F2,188599,189097,NA,NA,NA,NA,Protas_et_al.2007
Am142A,Unplaced_Scaffold_2727,2,Pachon x Texas Surface F2 and F3,188599,189097,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2012
Am142A,Unplaced_Scaffold_2727,2,Pachon x Texas Surface F2,188599,189097,NA,NA,NA,NA,O.Quin.et.al.2012
RAD_51120,Unplaced_Scaffold_2751,11,Pachon x Texas Surface F2,139547,139452,NA,NA,NA,NA,O.Quin.et.al.2012
RAD_27287,Unplaced_Scaffold_5067,2,Pachon x Surface F2,6654916,6654821,NA,NA,NA,NA,Protas_et_al.2008
RAD_27287,Unplaced_Scaffold_5067,2,Pachon x Surface F2,6654916,6654821,NA,NA,NA,NA,Protas_et_al.2008
RAD_27287,Unplaced_Scaffold_5067,2,Pachon x Surface F2,6654916,6654821,NA,NA,NA,NA,Protas_et_al.2008
RAD_27287,Unplaced_Scaffold_5067,2,Pachon x Surface F2,6654916,6654821,NA,NA,NA,NA,Protas_et_al.2008
RAD_27287,Unplaced_Scaffold_5067,2,Pachon x Surface F2,6654916,6654821,NA,NA,NA,NA,Protas_et_al.2008
RAD_27287,Unplaced_Scaffold_5067,2,Pachon x Surface F2,6654916,6654821,NA,NA,NA,NA,Protas_et_al.2008
RAD_27287,Unplaced_Scaffold_5067,2,Pachon x Surface F2,6654916,6654821,NA,NA,NA,NA,Protas_et_al.2007
RAD_27287,Unplaced_Scaffold_5067,2,Pachon x Surface F2,6654916,6654821,NA,NA,NA,NA,Protas_et_al.2007
RAD_27287,Unplaced_Scaffold_5067,2,Pachon x Texas Surface F2 and F3,6654916,6654821,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2012
RAD_27287,Unplaced_Scaffold_5067,2,Pachon x Texas Surface F2 and F3,6654916,6654821,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2012
RAD_27287,Unplaced_Scaffold_5067,2,Pachon x Texas Surface F2 and F3,6654916,6654821,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2012
RAD_27287,Unplaced_Scaffold_5067,2,Pachon x Texas Surface F2,6654916,6654821,NA,NA,NA,NA,O.Quin.et.al.2012
RAD_13133,Unplaced_Scaffold_5086,24,Pachon x Texas Surface F2,75013,74918,NA,NA,NA,NA,O.Quin.et.al.2012
Am205A,Unplaced_Scaffold_7419,15,Pachon x Surface F2,737049,737492,NA,NA,NA,NA,Protas_et_al.2008
Am205A,Unplaced_Scaffold_7419,15,Pachon x Surface F2,737049,737492,NA,NA,NA,NA,Protas_et_al.2008
Am205A,Unplaced_Scaffold_7419,15,Pachon x Surface F2,737049,737492,NA,NA,NA,NA,Protas_et_al.2008
RAD_79020,Unplaced_Scaffold_7671,23,Pachon x Surface F2,18920,18825,NA,NA,NA,NA,Protas_et_al.2008
RAD_79020,Unplaced_Scaffold_7671,23,Pachon x Surface F2,18920,18825,NA,NA,NA,NA,Protas_et_al.2008
RAD_79020,Unplaced_Scaffold_7671,23,Pachon x Surface F2,18920,18825,NA,NA,NA,NA,Protas_et_al.2008
RAD_79020,Unplaced_Scaffold_7671,23,Pachon x Surface F2,18920,18825,NA,NA,NA,NA,Protas_et_al.2007
RAD_27866,Unplaced_Scaffold_9914,2,Pachon x Texas Surface F2 and F3,950660,950565,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2012
Am33C,Unplaced_Scaffold_9914,2,Pachon x Texas Surface F2 and F3,1158050,1158712,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2012
RAD_86594,Unplaced_Scaffold2520,8,Pachon x Surface F2,8432,8527,NA,NA,NA,NA,Protas_et_al.2008
RAD_29965,Unplaced_Scaffold2523,1,Pachon x Surface F2,419008,419103,NA,NA,NA,NA,Protas_et_al.2008
RAD_29965,Unplaced_Scaffold2523,1,Pachon x Surface F2,419008,419103,NA,NA,NA,NA,Protas_et_al.2008
RAD_29965,Unplaced_Scaffold2523,1,Pachon x Surface F2,419008,419103,NA,NA,NA,NA,Protas_et_al.2007
RAD_87881,Unplaced_Scaffold2722,11,Pachon x Texas Surface F2,250298,250393,NA,NA,NA,NA,O.Quin.et.al.2012
JK_1707.40r,Unplaced_Scaffold2819,NA,Tinaja x Surface F2,28274,28369,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
RAD_61685,Unplaced_Scaffold2970,2,Tinaja x Surface F2,53230,53135,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
RAD_61685,Unplaced_Scaffold2970,2,Tinaja x Surface F2,53230,53135,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
RAD_85454,Unplaced_Scaffold3119,1,Pachon x Surface F2,607917,608012,NA,NA,NA,NA,Protas_et_al.2008
RAD_85454,Unplaced_Scaffold3119,1,Pachon x Surface F2,607917,608012,NA,NA,NA,NA,Protas_et_al.2007
RAD_85454,Unplaced_Scaffold3119,1,Pachon x Surface F2,607917,608012,NA,NA,NA,NA,Protas_et_al.2007
Am142B,Unplaced_Scaffold3155,9,Pachon x Surface F2,117621,117969,NA,NA,NA,NA,Protas_et_al.2008
RAD_44407,Unplaced_Scaffold3155,9,Pachon x Surface F2,232330,232425,NA,NA,NA,NA,Protas_et_al.2008
RAD_57717,Unplaced_Scaffold3168,11,Tinaja x Surface F2,242496,242591,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
RAD_57717,Unplaced_Scaffold3168,11,Tinaja x Surface F2,242496,242591,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
RAD_57717,Unplaced_Scaffold3168,11,Pachon x Texas Surface F2,242496,242591,NA,NA,NA,NA,O.Quin.et.al.2012
JK_2360.28r,Unplaced_Scaffold3168,NA,Tinaja x Surface F2,288880,288975,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
JK_2360.28r,Unplaced_Scaffold3168,NA,Tinaja x Surface F2,288880,288975,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
Am239C,Unplaced_Scaffold3168,11,Pachon x Texas Surface F2,747853,748488,NA,NA,NA,NA,O.Quin.et.al.2012
RAD_44307,Unplaced_Scaffold3168,11,Pachon x Texas Surface F2,1373633,1373728,NA,NA,NA,NA,O.Quin.et.al.2012
JK_4612.35r,Unplaced_Scaffold3227,NA,Tinaja x Surface F2,224917,225012,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
RAD_78809,Unplaced_Scaffold3465,11,Pachon x Texas Surface F2,43528,43433,NA,NA,NA,NA,O.Quin.et.al.2012
NYU22,Unplaced_Scaffold3509,9,Pachon x Surface F2,140648,141583,NA,NA,NA,NA,Protas_et_al.2008
NYU22,Unplaced_Scaffold3509,9,Pachon x Surface F2,140648,141583,NA,NA,NA,NA,Protas_et_al.2008
NYU22,Unplaced_Scaffold3509,9,Pachon x Surface F2,140648,141583,NA,NA,NA,NA,Protas_et_al.2008
NYU22,Unplaced_Scaffold3509,9,Tinaja x Surface F2,140648,141583,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
NYU22,Unplaced_Scaffold3509,9,Tinaja x Surface F2,140648,141583,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
RAD_17772,Unplaced_Scaffold3509,9,Pachon x Surface F2,234397,234491,NA,NA,NA,NA,Protas_et_al.2008
Am235D,Unplaced_Scaffold3616,21,Pachon x Surface F2,38360,37927,NA,NA,NA,NA,Protas_et_al.2008
Am235D,Unplaced_Scaffold3616,21,Pachon x Surface F2,38360,37927,NA,NA,NA,NA,Protas_et_al.2008
Am235D,Unplaced_Scaffold3616,21,Pachon x Surface F2,38360,37927,NA,NA,NA,NA,Protas_et_al.2008
Am235D,Unplaced_Scaffold3616,21,Pachon x Surface F2,38360,37927,NA,NA,NA,NA,Protas_et_al.2008
Am235D,Unplaced_Scaffold3616,21,Pachon x Surface F2,38360,37927,NA,NA,NA,NA,Protas_et_al.2008
Am235D,Unplaced_Scaffold3616,21,Pachon x Surface F2,38360,37927,NA,NA,NA,NA,Protas_et_al.2008
Am235D,Unplaced_Scaffold3616,21,Pachon x Surface F2,38360,37927,NA,NA,NA,NA,Protas_et_al.2008
Am235D,Unplaced_Scaffold3616,21,Pachon x Surface F2,38360,37927,NA,NA,NA,NA,Protas_et_al.2008
Am235D,Unplaced_Scaffold3616,21,Pachon x Surface F2,38360,37927,NA,NA,NA,NA,Protas_et_al.2008
JK_881.12r,Unplaced_Scaffold3633,NA,Tinaja x Surface F2,188564,188469,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
Am115C,Unplaced_Scaffold3681,24,Pachon x Texas Surface F2,21681,22043,NA,NA,NA,NA,O.Quin.et.al.2012
Am209B,Unplaced_Scaffold3816,4,Pachon x Surface F2,29977,30416,NA,NA,NA,NA,Protas_et_al.2008
Am209B,Unplaced_Scaffold3816,4,Pachon x Surface F2,29977,30416,NA,NA,NA,NA,Protas_et_al.2008
Am209B,Unplaced_Scaffold3816,4,Pachon x Surface F2,29977,30416,NA,NA,NA,NA,Protas_et_al.2008
Am209B,Unplaced_Scaffold3816,4,Pachon x Surface F2,29977,30416,NA,NA,NA,NA,Protas_et_al.2008
Am209B,Unplaced_Scaffold3816,4,Pachon x Surface F2,29977,30416,NA,NA,NA,NA,Protas_et_al.2008
Am209B,Unplaced_Scaffold3816,4,Pachon x Surface F2,29977,30416,NA,NA,NA,NA,Protas_et_al.2007
Am207E,Unplaced_Scaffold3948,20,Pachon x Surface F2,48520,47852,NA,NA,NA,NA,Protas_et_al.2008
Am207E,Unplaced_Scaffold3948,20,NA,48520,47852,NA,NA,NA,NA,Kowalko.et.al.2013.PNAS
Am227A,Unplaced_Scaffold4262,16,Pachon x Surface F2,71551,72052,NA,NA,NA,NA,Protas_et_al.2008
Am227A,Unplaced_Scaffold4262,16,Pachon x Surface F2,71551,72052,NA,NA,NA,NA,Protas_et_al.2007
Am227A,Unplaced_Scaffold4262,16,Pachon x Surface F2,71551,72052,NA,NA,NA,NA,Protas_et_al.2007
Am227A,Unplaced_Scaffold4262,16,Pachon x Surface F2,71551,72052,NA,NA,NA,NA,Protas_et_al.2007
Am227A,Unplaced_Scaffold4262,16,Pachon x Texas Surface F2 and F3,71551,72052,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2012
RAD_59730,Unplaced_Scaffold4549,11,Pachon x Texas Surface F2,146731,146636,NA,NA,NA,NA,O.Quin.et.al.2012
RAD_80482,Unplaced_Scaffold4617,11,Pachon x Texas Surface F2,861742,861647,NA,NA,NA,NA,O.Quin.et.al.2012
RAD_18293,Unplaced_Scaffold4617,11,Pachon x Texas Surface F2,863011,863106,NA,NA,NA,NA,O.Quin.et.al.2012
Am120C,Unplaced_Scaffold4662,2,Pachon x Surface F2,183956,183668,NA,NA,NA,NA,Protas_et_al.2008
Am120C,Unplaced_Scaffold4662,2,Pachon x Surface F2,183956,183668,NA,NA,NA,NA,Protas_et_al.2008
Am120C,Unplaced_Scaffold4662,2,Pachon x Surface F2,183956,183668,NA,NA,NA,NA,Protas_et_al.2008
Am120C,Unplaced_Scaffold4662,2,Pachon x Surface F2,183956,183668,NA,NA,NA,NA,Protas_et_al.2008
Am120C,Unplaced_Scaffold4662,2,Pachon x Surface F2,183956,183668,NA,NA,NA,NA,Protas_et_al.2008
Am120C,Unplaced_Scaffold4662,2,Pachon x Surface F2,183956,183668,NA,NA,NA,NA,Protas_et_al.2008
Am120C,Unplaced_Scaffold4662,2,Pachon x Surface F2,183956,183668,NA,NA,NA,NA,Protas_et_al.2008
Am120C,Unplaced_Scaffold4662,2,Pachon x Surface F2,183956,183668,NA,NA,NA,NA,Protas_et_al.2007
Am120C,Unplaced_Scaffold4662,2,Pachon x Surface F2,183956,183668,NA,NA,NA,NA,Protas_et_al.2007
Am120C,Unplaced_Scaffold4662,2,Pachon x Surface F2,183956,183668,NA,NA,NA,NA,Protas_et_al.2007
Am120C,Unplaced_Scaffold4662,2,Pachon x Texas Surface F2 and F3,183956,183668,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2012
Am120C,Unplaced_Scaffold4662,2,Pachon x Texas Surface F2 and F3,183956,183668,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2012
Am120C,Unplaced_Scaffold4662,2,Pachon x Texas Surface F2 and F3,183956,183668,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2015
NYU15,Unplaced_Scaffold4726,16,Pachon x Surface F2,85794,84686,NA,NA,NA,NA,Protas_et_al.2008
NYU15,Unplaced_Scaffold4726,16,Pachon x Surface F2,85794,84686,NA,NA,NA,NA,Protas_et_al.2007
NYU15,Unplaced_Scaffold4726,16,Pachon x Surface F2,85794,84686,NA,NA,NA,NA,Protas_et_al.2007
NYU15,Unplaced_Scaffold4726,16,Pachon x Surface F2,85794,84686,NA,NA,NA,NA,Protas_et_al.2007
NYU15,Unplaced_Scaffold4726,16,Pachon x Texas Surface F2 and F3,85794,84686,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2012
