"","Gene_stable_ID","Comparison","logFC","PValue","Gene_name","Gene_description","Ensembl_Family_Description","Condition","Publication","Age_at_Sampling","Tissue"
"357","ENSAMXG00000011256","Pachon-Control",0.916268533,1.06e-05,"etnppl","ethanolamine-phosphate phospho-lyase [Source:ZFIN;Acc:ZDB-GENE-040426-1133]","ETHANOLAMINE PHOSPHATE PHOSPHO LYASE EC_4.2.3.2 ALANINE GLYOXYLATE AMINOTRANSFERASE 2  1","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"358","ENSAMXG00000025376","Pachon-Control",0.918111965,6.37e-05,"hspb11","heat shock protein, alpha-crystallin-related, b11 [Source:ZFIN;Acc:ZDB-GENE-030131-5148]","HEAT SHOCK","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"359","ENSAMXG00000009577","Pachon-Control",0.936745653,1.01e-05,"slc9a3.1","sodium/hydrogen exchanger 3-like [Source:NCBI gene;Acc:103034097]","SODIUM/HYDROGEN EXCHANGER 3 NA + /H + EXCHANGER 3 NHE 3 SOLUTE CARRIER FAMILY 9 MEMBER 3","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"360","ENSAMXG00000013282","Pachon-Control",0.958521336,0.000340338,"prodha","proline dehydrogenase 1, mitochondrial-like [Source:NCBI gene;Acc:103042105]","PROLINE DEHYDROGENASE MITOCHONDRIAL PRECURSOR EC_1.5.5.2 PROLINE OXIDASE","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"361","ENSAMXG00000019126","Pachon-Control",1.002846994,2.83e-05,"eif4a2","eukaryotic translation initiation factor 4A2 [Source:NCBI gene;Acc:103033197]","EUKARYOTIC INITIATION FACTOR 4A II EIF 4A II EIF4A II EC_3.6.4.13 ATP DEPENDENT RNA HELICASE EIF4A 2","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"362","ENSAMXG00000020657","Pachon-Control",1.009881707,4.68e-07,"","elongation factor 1-alpha-like [Source:NCBI gene;Acc:103044302]","ELONGATION FACTOR 1 ALPHA 1 EF 1 ALPHA 1 ELONGATION FACTOR TU EF TU EUKARYOTIC ELONGATION FACTOR 1 A 1 EEF1A 1","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"363","ENSAMXG00000013808","Pachon-Control",1.025634755,1.61e-05,"atp6ap1lb","V-type proton ATPase subunit S1-like [Source:NCBI gene;Acc:103031199]","V TYPE PROTON ATPASE SUBUNIT S1  VACUOLAR PROTON PUMP SUBUNIT S1","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"364","ENSAMXG00000015091","Pachon-Control",1.053465827,7.05e-06,"","TRPM8 channel-associated factor homolog [Source:NCBI gene;Acc:103047626]","TRPM8 CHANNEL ASSOCIATED FACTOR TRP CHANNEL ASSOCIATED FACTOR","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"365","ENSAMXG00000008444","Pachon-Control",1.077388269,0.00019217,"adck5","aarF domain containing kinase 5 [Source:NCBI gene;Acc:103047707]","UNCHARACTERIZED AARF DOMAIN CONTAINING KINASE 5 EC_2.7.11.-","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"366","ENSAMXG00000008884","Pachon-Control",1.098020082,7.38e-08,"smtnl","smoothelin like 2 [Source:NCBI gene;Acc:103036153]","SMOOTHELIN  2","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"367","ENSAMXG00000020319","Pachon-Control",1.110887329,1.03e-06,"egln2","egl nine homolog 1-like [Source:NCBI gene;Acc:103047661]","EGL NINE HOMOLOG 2 EC_1.14.11.29 HYPOXIA INDUCIBLE FACTOR PROLYL HYDROXYLASE 1 HIF PH1 HIF PROLYL HYDROXYLASE 1 HPH 1 PROLYL HYDROXYLASE DOMAIN CONTAINING 1 PHD1","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"368","ENSAMXG00000004462","Pachon-Control",1.121722172,1.13e-06,"slc15a1b","solute carrier family 15 member 1-like [Source:NCBI gene;Acc:103028760]","SOLUTE CARRIER FAMILY 15 MEMBER 1 INTESTINAL H + /PEPTIDE COTRANSPORTER OLIGOPEPTIDE TRANSPORTER SMALL INTESTINE PEPTIDE TRANSPORTER 1","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"369","ENSAMXG00000007166","Pachon-Control",1.129775035,0.000180698,"","","BUTYROPHILIN SUBFAMILY MEMBER","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"370","ENSAMXG00000018233","Pachon-Control",1.131964977,0.000151461,"","","NEUTRAL CERAMIDASE N CDASE NCDASE EC_3.5.1.23 ACYLSPHINGOSINE DEACYLASE N ACYLSPHINGOSINE AMIDOHYDROLASE","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"371","ENSAMXG00000001720","Pachon-Control",1.160836359,3.82e-07,"","","ALKALINE PHOSPHATASE PRECURSOR EC_3.1.3.1 ALKALINE PHOSPHATASE","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"372","ENSAMXG00000005330","Pachon-Control",1.16301331,0.000154709,"CYP2J2 (1 of many)","cytochrome P450 2J2-like [Source:NCBI gene;Acc:103041527]","CYTOCHROME P450 EC_1.14.14.1 ARACHIDONIC ACID EPOXYGENASE","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"373","ENSAMXG00000004628","Pachon-Control",1.168801751,1.78e-05,"hsc70","heat shock cognate 71 kDa protein-like [Source:NCBI gene;Acc:103045816]","UNKNOWN","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"374","ENSAMXG00000000680","Pachon-Control",1.177482301,0.00011502,"mybphb","myosin binding protein Hb [Source:ZFIN;Acc:ZDB-GENE-030131-9794]","MYOSIN BINDING H MYBP H H","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"375","ENSAMXG00000014611","Pachon-Control",1.180771577,3.2e-05,"","cytosolic sulfotransferase 3-like [Source:NCBI gene;Acc:103044132]","CYTOSOLIC SULFOTRANSFERASE EC_2.8.2.- SULT1","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"376","ENSAMXG00000008443","Pachon-Control",1.188176889,5.58e-05,"slc15a1a","solute carrier family 15 (oligopeptide transporter), member 1a [Source:ZFIN;Acc:ZDB-GENE-091204-9]","SOLUTE CARRIER FAMILY 15 MEMBER 1 INTESTINAL H + /PEPTIDE COTRANSPORTER OLIGOPEPTIDE TRANSPORTER SMALL INTESTINE PEPTIDE TRANSPORTER 1","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"377","ENSAMXG00000006371","Pachon-Control",1.228286464,0.000292196,"nceh1a","neutral cholesterol ester hydrolase 1-like [Source:NCBI gene;Acc:103029691]","NEUTRAL CHOLESTEROL ESTER HYDROLASE 1 NCEH EC_3.1.1.- ARYLACETAMIDE DEACETYLASE  1","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"378","ENSAMXG00000002854","Pachon-Control",1.252623205,0.000164222,"eef1a2","elongation factor 1-alpha 2 [Source:NCBI gene;Acc:103045590]","ELONGATION FACTOR 1 ALPHA 1 EF 1 ALPHA 1 ELONGATION FACTOR TU EF TU EUKARYOTIC ELONGATION FACTOR 1 A 1 EEF1A 1","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"379","ENSAMXG00000018041","Pachon-Control",1.262052255,8.84e-05,"","","","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"380","ENSAMXG00000006059","Pachon-Control",1.286638283,0.000422534,"phkg1b","phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform [Source:NCBI gene;Acc:103023937]","PHOSPHORYLASE B KINASE GAMMA CATALYTIC CHAIN SKELETAL MUSCLE/HEART EC_2.7.11.19 PHOSPHORYLASE KINASE SUBUNIT GAMMA 1 SERINE/THREONINE KINASE PHKG1 EC_2.7.11.- 1 EC_2.7.-.- 11 26","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"381","ENSAMXG00000019242","Pachon-Control",1.327573722,7.44e-05,"tdh","L-threonine 3-dehydrogenase, mitochondrial-like [Source:NCBI gene;Acc:103024478]","L THREONINE 3 DEHYDROGENASE MITOCHONDRIAL PRECURSOR","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"382","ENSAMXG00000002941","Pachon-Control",1.345360905,0.000139181,"zpld1b","zona pellucida-like domain containing 1b [Source:ZFIN;Acc:ZDB-GENE-121214-104]","ZONA PELLUCIDA  DOMAIN CONTAINING 1 PRECURSOR ZP DOMAIN CONTAINING 1 CUPULIN [CONTAINS ZONA PELLUCIDA  DOMAIN CONTAINING 1 SECRETED","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"383","ENSAMXG00000010542","Pachon-Control",1.443024707,3.51e-07,"angptl3","angiopoietin like 3 [Source:NCBI gene;Acc:103032137]","ANGIOPOIETIN RELATED 3 PRECURSOR ANGIOPOIETIN  3 [CONTAINS ANGPTL3 17 224 ]","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"384","ENSAMXG00000016719","Pachon-Control",1.465286923,0.000109415,"th","tyrosine hydroxylase [Source:NCBI gene;Acc:103023599]","TYROSINE 3 MONOOXYGENASE EC_1.14.16.2 TYROSINE 3 HYDROXYLASE","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"385","ENSAMXG00000019442","Pachon-Control",1.472454734,4.77e-05,"zgc:136908","zgc:136908 [Source:ZFIN;Acc:ZDB-GENE-060312-22]","CELL DIVISION CYCLE 48","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"386","ENSAMXG00000012885","Pachon-Control",1.577079563,7.24e-06,"cpt1b","carnitine palmitoyltransferase 1B [Source:NCBI gene;Acc:103027125]","CARNITINE O PALMITOYLTRANSFERASE EC_2.3.1.21 CARNITINE PALMITOYLTRANSFERASE CPT","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"387","ENSAMXG00000025888","Pachon-Control",1.58468711,6.8e-06,"TCEANC","transcription elongation factor A N-terminal and central domain containing [Source:NCBI gene;Acc:103025179]","TRANSCRIPTION ELONGATION FACTOR A N TERMINAL AND CENTRAL DOMAIN CONTAINING TFIIS CENTRAL DOMAIN CONTAINING 1","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"388","ENSAMXG00000015171","Pachon-Control",1.755363567,7.31e-10,"tcap","telethonin [Source:NCBI gene;Acc:103043375]","TELETHONIN TITIN CAP","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"389","ENSAMXG00000019672","Pachon-Control",1.785829757,0.000277816,"","","KERATIN TYPE I CYTOSKELETAL CYTOKERATIN CK KERATIN","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"390","ENSAMXG00000020411","Pachon-Control",1.928231027,5.52e-06,"sybu","syntabulin (syntaxin-interacting) [Source:ZFIN;Acc:ZDB-GENE-060929-1202]","SYNTABULIN GOLGI LOCALIZED SYNTAPHILIN RELATED SYNTAXIN 1 BINDING","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"391","ENSAMXG00000020784","Pachon-Control",2.071438258,4.82e-14,"cyp1a","cytochrome P450 1A1-like [Source:NCBI gene;Acc:103038575]","CYTOCHROME P450 EC_1.14.14.1","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"392","ENSAMXG00000025891","Pachon-Control",2.100837742,4.29e-07,"si:dkey-202l22.6","si:dkey-202l22.6 [Source:ZFIN;Acc:ZDB-GENE-131121-181]","UP REGULATOR OF CELL PROLIFERATION HBV X UP REGULATED GENE 4 HOMOLOG HBXAG UP REGULATED GENE 4 HOMOLOG","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"393","ENSAMXG00000008138","Pachon-Control",2.121312074,0.000187689,"coch","cochlin [Source:NCBI gene;Acc:103021783]","COCHLIN PRECURSOR COCH 5B2","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"394","ENSAMXG00000020773","Pachon-Control",2.310245434,2.94e-05,"","","CYTOCHROME P450 EC_1.14.14.1","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"395","ENSAMXG00000011514","Pachon-Control",2.659775379,2.6e-05,"dync1i2a","dynein cytoplasmic 1 intermediate chain 2 [Source:NCBI gene;Acc:103032060]","CYTOPLASMIC DYNEIN 1 INTERMEDIATE CHAIN 2 CYTOPLASMIC DYNEIN INTERMEDIATE CHAIN 2 DYNEIN INTERMEDIATE CHAIN 2 CYTOSOLIC DH IC 2","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"396","ENSAMXG00000008607","Pachon-Control",3.223111233,0.000110733,"","ankyrin repeat domain-containing protein 13C [Source:NCBI gene;Acc:103022185]","ANKYRIN REPEAT DOMAIN CONTAINING","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"397","ENSAMXG00000012804","Pachon-Control",3.676710624,1.64e-05,"","","","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"398","ENSAMXG00000000813","Pachon-Control",3.756752437,2.12e-06,"cnn1a","calponin-1-like [Source:NCBI gene;Acc:103040632]","CALPONIN 1 BASIC CALPONIN CALPONIN H1 SMOOTH MUSCLE","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"399","ENSAMXG00000006139","Pachon-Control",4.565794646,0.000376092,"","echinoderm microtubule-associated protein-like 1 [Source:NCBI gene;Acc:103027954]","ECHINODERM MICROTUBULE ASSOCIATED  EMAP","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"400","ENSAMXG00000008747","Pachon-Control",4.636890655,0.000206785,"slc16a8","solute carrier family 16 (monocarboxylate transporter), member 8 [Source:ZFIN;Acc:ZDB-GENE-121128-1]","MONOCARBOXYLATE TRANSPORTER 3 MCT 3 SOLUTE CARRIER FAMILY 16 MEMBER 8","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"401","ENSAMXG00000009005","Pachon-Control",5.13205498,0.000228038,"tusc3","tumor suppressor candidate 3 [Source:ZFIN;Acc:ZDB-GENE-050522-381]","MAGNESIUM TRANSPORTER 1 PRECURSOR MAGT1","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"402","ENSAMXG00000013222","Pachon-Control",5.388929317,5.61e-05,"alkal2b (1 of many)","ALK and LTK ligand 2-like [Source:NCBI gene;Acc:103038722]","ALK AND LTK LIGAND 2 PRECURSOR FAM150B","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"403","ENSAMXG00000009606","Pachon-Control",5.517531888,5.02e-05,"","","GAMMA CRYSTALLIN GAMMA CRY GAMMA CRYSTALLIN","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"404","ENSAMXG00000003609","Pachon-Control",5.562600023,7.44e-10,"ponzr6","cornifelin homolog [Source:NCBI gene;Acc:103028345]","AMBIGUOUS","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"405","ENSAMXG00000000419","Pachon-Control",5.644518388,1.56e-05,"","","AMBIGUOUS","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"406","ENSAMXG00000007556","Pachon-Control",5.791522523,2.01e-07,"","","","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"407","ENSAMXG00000001157","Pachon-Control",5.862695368,2.53e-06,"pde6gb","phosphodiesterase 6G, cGMP-specific, rod, gamma, paralog b [Source:ZFIN;Acc:ZDB-GENE-030904-1]","RETINAL RHODOPSIN SENSITIVE CGMP 3' 5' CYCLIC PHOSPHODIESTERASE SUBUNIT GAMMA GMP PDE GAMMA EC_3.1.4.35","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"408","ENSAMXG00000008755","Pachon-Control",6.254840803,0.000101383,"si:dkey-11o18.5","si:dkey-11o18.5 [Source:ZFIN;Acc:ZDB-GENE-091204-110]","UNKNOWN","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"409","ENSAMXG00000012178","Pachon-Control",6.724413152,0.000121328,"eny2","ENY2, transcription and export complex 2 subunit [Source:NCBI gene;Acc:103039940]","ENHANCER OF YELLOW 2 TRANSCRIPTION FACTOR","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"410","ENSAMXG00000017283","Pachon-Control",7.520015126,1.35e-05,"","","CARBOXYLESTERASE PRECURSOR EC_3.1.1.1 LIVER CARBOXYLESTERASE 31","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"411","ENSAMXG00000015874","Pachon-Control",7.566916198,0.000173676,"","","GTPASE IMAP FAMILY MEMBER","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"412","ENSAMXG00000014225","Molino-Control",-12.48983642,1.59e-06,"","elastase-1-like [Source:NCBI gene;Acc:103040969]","CHYMOTRYPSIN  ELASTASE FAMILY MEMBER PRECURSOR ELASTASE","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"413","ENSAMXG00000021043","Molino-Control",-9.201991702,7.16e-07,"","","","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"414","ENSAMXG00000005205","Molino-Control",-8.981835242,0.000518329,"","","","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"415","ENSAMXG00000007841","Molino-Control",-7.355794905,8.54e-14,"","","","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"416","ENSAMXG00000028163","Molino-Control",-7.286699298,4.5e-06,"","","","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"417","ENSAMXG00000000434","Molino-Control",-7.138803549,0.000188794,"lin7a","lin-7 homolog A (C. elegans) [Source:ZFIN;Acc:ZDB-GENE-040426-1665]","LIN 7 HOMOLOG LIN MAMMALIAN LIN SEVEN MALS VERTEBRATE LIN 7 HOMOLOG VELI","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"418","ENSAMXG00000013785","Molino-Control",-7.124374051,8.52e-06,"","","GUANYLATE BINDING 6 GTP BINDING 6 GBP 6 GUANINE NUCLEOTIDE BINDING 6","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"419","ENSAMXG00000020401","Molino-Control",-6.81606353,2.19e-05,"","","UNCHARACTERIZED","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"420","ENSAMXG00000012314","Molino-Control",-6.266442863,1.12e-05,"gc","vitamin D-binding protein [Source:NCBI gene;Acc:103037445]","PRECURSOR","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"421","ENSAMXG00000017795","Molino-Control",-6.155240145,0.00014046,"TRIM35 (1 of many)","tripartite motif containing 35 [Source:HGNC Symbol;Acc:HGNC:16285]","TRIPARTITE MOTIF CONTAINING","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"422","ENSAMXG00000003405","Molino-Control",-5.935688807,0.000219236,"","","APOLIPOPROTEIN APOLIPOPROTEIN L APOL","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"423","ENSAMXG00000012686","Molino-Control",-5.92223479,4.93e-08,"","intelectin-like [Source:NCBI gene;Acc:103023746]","INTELECTIN","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"424","ENSAMXG00000002652","Molino-Control",-5.87965761,2.68e-05,"","","INTERFERON INDUCED 44","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"425","ENSAMXG00000010916","Molino-Control",-5.712980569,0.000121704,"","antigen WC1.1-like [Source:NCBI gene;Acc:103029177]","DELETED IN MALIGNANT BRAIN TUMORS 1 PRECURSOR HENSIN","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"426","ENSAMXG00000000022","Molino-Control",-5.690219302,5.87e-06,"","","KINASE","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"427","ENSAMXG00000011091","Molino-Control",-5.251668248,6.68e-07,"","","PRECURSOR","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"428","ENSAMXG00000002697","Molino-Control",-5.172505706,1.52e-06,"","","INTERFERON REGULATORY FACTOR","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"429","ENSAMXG00000017860","Molino-Control",-5.104259961,2.79e-06,"","","AMBIGUOUS","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"430","ENSAMXG00000017544","Molino-Control",-4.910378493,6.65e-07,"","","ALCOHOL DEHYDROGENASE 1 EC_1.1.1.1","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"431","ENSAMXG00000008224","Molino-Control",-4.881785194,0.000620833,"","","GUANYLATE BINDING 6 GTP BINDING 6 GBP 6 GUANINE NUCLEOTIDE BINDING 6","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"432","ENSAMXG00000010192","Molino-Control",-4.807277004,2.25e-05,"","cathepsin L1-like [Source:NCBI gene;Acc:103026974]","CATHEPSIN L","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"433","ENSAMXG00000006521","Molino-Control",-4.781423723,6.6e-07,"","","IMMUNE TYPE RECEPTOR","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"434","ENSAMXG00000019466","Molino-Control",-4.671907539,0.000566189,"","","ENDONUCLEASE DOMAIN CONTAINING 1 PRECURSOR EC_3.1.30.-","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"435","ENSAMXG00000008439","Molino-Control",-4.254759244,1.21e-08,"si:ch211-284e13.11","E3 ubiquitin-protein ligase RNF144B-like [Source:NCBI gene;Acc:103033772]","","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"436","ENSAMXG00000028092","Molino-Control",-4.19266789,0.000282091,"","","","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"437","ENSAMXG00000000724","Molino-Control",-4.189533908,0.000324134,"","gap junction epsilon-1 protein-like [Source:NCBI gene;Acc:103033209]","GAP JUNCTION CONNEXIN","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"438","ENSAMXG00000009065","Molino-Control",-4.084813144,0.00017524,"si:ch211-22d5.2","serine/threonine-protein kinase NIM1-like [Source:NCBI gene;Acc:103038601]","SI:CH211 22D5 2","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"439","ENSAMXG00000008770","Molino-Control",-3.273282906,0.000519074,"","","SOLUTE CARRIER FAMILY 35 MEMBER","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"440","ENSAMXG00000014764","Molino-Control",-3.263448559,0.00061639,"BICD1 (1 of many)","BICD cargo adaptor 1 [Source:HGNC Symbol;Acc:HGNC:1049]","BICAUDAL D HOMOLOG BIC D","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"441","ENSAMXG00000015558","Molino-Control",-3.212825931,0.000148542,"","","LEGUMAIN PRECURSOR EC_3.4.22.34 ASPARAGINYL ENDOPEPTIDASE PROTEASE CYSTEINE 1","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"442","ENSAMXG00000017599","Molino-Control",-3.130770703,8.25e-15,"ehf","ETS homologous factor [Source:NCBI gene;Acc:103047483]","ETS HOMOLOGOUS FACTOR ETS DOMAIN CONTAINING TRANSCRIPTION FACTOR","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"443","ENSAMXG00000010435","Molino-Control",-3.112428981,0.000678943,"","","POTASSIUM VOLTAGE GATED CHANNEL SUBFAMILY H MEMBER 1 ETHER A GO GO POTASSIUM CHANNEL 1 EAG CHANNEL 1 VOLTAGE GATED POTASSIUM CHANNEL SUBUNIT KV10 1","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"444","ENSAMXG00000026340","Molino-Control",-2.857279064,9.6e-07,"gpr25","probable G-protein coupled receptor 25 [Source:NCBI gene;Acc:103045076]","RECEPTOR","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"445","ENSAMXG00000012621","Molino-Control",-2.707893553,1.28e-06,"","","UNKNOWN","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"446","ENSAMXG00000010113","Molino-Control",-2.590705834,0.00068871,"","","ADHESION G COUPLED RECEPTOR F5 PRECURSOR G COUPLED RECEPTOR 116","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"447","ENSAMXG00000007074","Molino-Control",-2.568128105,0.000521248,"sult5a1","sulfotransferase family cytosolic 2B member 1-like [Source:NCBI gene;Acc:103041066]","SULFOTRANSFERASE EC_2.8.2.-","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"448","ENSAMXG00000007896","Molino-Control",-2.442237637,0.000620649,"","","INTERFERON INDUCED 44","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"449","ENSAMXG00000016140","Molino-Control",-2.383824329,0.000224078,"slc25a22a","mitochondrial glutamate carrier 1-like [Source:NCBI gene;Acc:103029007]","CARRIER","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
