"Scaffold","Start_Locus","End_Locus","Gene_ID","Gene_Name"
"3",64703287,64718775,"ENSAMXG00000005442","ppat"
"3",17318737,17325496,"ENSAMXG00000008211","lrrc34"
"3",17326800,17331609,"ENSAMXG00000008196","mynn"
"3",64711940,64736902,"ENSAMXG00000005419","paics"
"3",17341099,17346194,"ENSAMXG00000008186","apodb"
"3",17347924,17348781,"ENSAMXG00000029588","otos"
"3",41447648,41449302,"ENSAMXG00000029756","ensembl"
"3",17356767,17365245,"ENSAMXG00000043804","ensembl"
"3",41458312,41465892,"ENSAMXG00000002688","rrm2"
"3",17374311,17382730,"ENSAMXG00000008168","cops9"
"3",41461616,41461754,"ENSAMXG00000026823","ensembl"
"3",64731769,64740461,"ENSAMXG00000005402","ensembl"
"3",41467036,41473515,"ENSAMXG00000036736","klf11a"
"3",17398717,17404222,"ENSAMXG00000036956","and1"
"3",41485716,41498687,"ENSAMXG00000004793","taf1b"
"3",17416391,17469447,"ENSAMXG00000032798","ensembl"
"3",64743013,64748551,"ENSAMXG00000034398","ensembl"
"3",17462098,17464176,"ENSAMXG00000030359","ensembl"
"3",41537123,41547370,"ENSAMXG00000034065","ywhaqa"
"3",64752722,64762040,"ENSAMXG00000005395","ensembl"
"3",17563872,17631603,"ENSAMXG00000016913","tmtopsb"
"3",17575955,17576046,"ENSAMXG00000031916","ensembl"
"3",41546656,41564703,"ENSAMXG00000004790","adam17b"
"3",64774684,64790719,"ENSAMXG00000033023","ensembl"
"3",17701427,17706623,"ENSAMXG00000036565","ensembl"
"3",17708967,17714779,"ENSAMXG00000032730","ensembl"
"3",17714138,17716805,"ENSAMXG00000035956","ensembl"
"3",17726388,17743159,"ENSAMXG00000035010","tfr1b"
"3",41560872,41563451,"ENSAMXG00000043808","ensembl"
"3",17752776,17757054,"ENSAMXG00000038690","ccl20b"
"3",17785192,17821270,"ENSAMXG00000008102","map3k15"
"3",41564724,41577105,"ENSAMXG00000004786","cpsf3"
"3",41588581,41620524,"ENSAMXG00000004772","ensembl"
"3",17826835,17900999,"ENSAMXG00000008098","sh3kbp1"
"3",17942678,17978102,"ENSAMXG00000008094","klhl24b"
"3",64788099,64799259,"ENSAMXG00000036665","cyp2v1"
"3",64802923,64809740,"ENSAMXG00000005371","ensembl"
"3",64826766,64835245,"ENSAMXG00000033841","ensembl"
"3",64836777,64848180,"ENSAMXG00000005346","ensembl"
"3",41621705,41632445,"ENSAMXG00000004766","si:ch211-195d17.2"
"3",64848514,64858261,"ENSAMXG00000032600","ensembl"
"3",64859013,64869562,"ENSAMXG00000005322","ensembl"
"3",64869766,64876757,"ENSAMXG00000005308","cyp2ad6"
"3",41634856,41704378,"ENSAMXG00000004764","mboat2b"
"3",18095686,18097280,"ENSAMXG00000008091","camk2n2"
"3",64880827,64891463,"ENSAMXG00000005285","cyp2n13"
"3",18101624,18113900,"ENSAMXG00000008070","chrnd"
"3",64892217,64916028,"ENSAMXG00000005253","hook1"
"3",41709010,41732318,"ENSAMXG00000004760","kidins220b"
"3",18127210,18286655,"ENSAMXG00000008052","cnksr2a"
"3",18311333,18313096,"ENSAMXG00000040891","KLHL34"
"3",64926606,64936041,"ENSAMXG00000031623","si:dkey-183n20.15"
"3",18320658,18344518,"ENSAMXG00000040348","smpx"
"3",64935832,64956330,"ENSAMXG00000005220","pfas"
"3",18360649,18370788,"ENSAMXG00000037219","mbtps2"
"3",41735650,41737485,"ENSAMXG00000004758","id2b"
"3",41865776,41868679,"ENSAMXG00000041355","ensembl"
"3",41883800,41904298,"ENSAMXG00000042340","rnf144ab"
"3",18397266,18418823,"ENSAMXG00000038369","phex"
"3",64958602,65019480,"ENSAMXG00000005200","ipo13"
"3",18476301,18498112,"ENSAMXG00000007995","ptchd1"
"3",18529457,18534865,"ENSAMXG00000038897","ensembl"
"3",18557044,18572185,"ENSAMXG00000033828","ensembl"
"3",42060037,42061293,"ENSAMXG00000001703","sox11b"
"3",65022658,65044288,"ENSAMXG00000005185","ensembl"
"3",65049099,65060485,"ENSAMXG00000028392","ensembl"
"3",18576337,18602891,"ENSAMXG00000007933","gabrr3b"
"3",65061858,65069555,"ENSAMXG00000041876","mmachc"
"3",65067283,65067398,"ENSAMXG00000038282","U5"
"3",65073144,65073257,"ENSAMXG00000026919","U5"
"3",65083935,65086124,"ENSAMXG00000043419","mgst3a"
"3",18602786,18622205,"ENSAMXG00000007916","hhla2b.1"
"3",18622565,18637102,"ENSAMXG00000032530","hhla2b.2"
"3",42298617,42307738,"ENSAMXG00000039561","allc"
"3",18637123,18652344,"ENSAMXG00000007888","cip2a"
"3",65098057,65098172,"ENSAMXG00000033655","U5"
"3",65100133,65100248,"ENSAMXG00000039484","U5"
"3",65107510,65145388,"ENSAMXG00000005130","si:dkey-52j6.3"
"3",42307606,42316769,"ENSAMXG00000041019","rps7"
"3",65123792,65127147,"ENSAMXG00000037254","ensembl"
"3",18659941,18667921,"ENSAMXG00000007848","si:ch73-264p11.1"
"3",65213100,65228882,"ENSAMXG00000042484","echdc2"
"3",18671058,18687163,"ENSAMXG00000007822","plcxd2"
"3",65225578,65245288,"ENSAMXG00000033879","zyg11"
"3",42310646,42310866,"ENSAMXG00000031730","SNORA73"
"3",42311181,42311401,"ENSAMXG00000038461","SNORA73"
"3",18698019,18779904,"ENSAMXG00000007803","phldb2b"
"3",42312145,42312364,"ENSAMXG00000035258","SNORA73"
"3",65246844,65251135,"ENSAMXG00000038948","coa7"
"3",42313688,42313908,"ENSAMXG00000038662","SNORA73"
"3",42317865,42326050,"ENSAMXG00000042940","rnaseh1"
"3",42331715,42337832,"ENSAMXG00000039837","ensembl"
"3",65310101,65447846,"ENSAMXG00000005062","ralgps2"
"3",18803819,18805777,"ENSAMXG00000025879","amer2"
"3",18812967,18833797,"ENSAMXG00000007788","mtmr6"
"3",65371598,65388717,"ENSAMXG00000029848","angptl1a"
"3",42403498,42496559,"ENSAMXG00000001873","myt1la"
"3",18838035,18855105,"ENSAMXG00000031114","nup58"
"3",65456138,65488989,"ENSAMXG00000005056","fam20b"
"3",65582965,65586274,"ENSAMXG00000005055","faslg"
"3",65592635,65597416,"ENSAMXG00000038638","si:dkey-86e18.1"
"3",65598540,65601400,"ENSAMXG00000005052","caiap"
"3",65607346,65608305,"ENSAMXG00000029173","ensembl"
"3",18857824,18877413,"ENSAMXG00000043190","zdhhc20b"
"3",42497981,42516983,"ENSAMXG00000002000","fgfr1op"
"3",18880581,18900913,"ENSAMXG00000033052","slc51a"
"3",18903271,18919921,"ENSAMXG00000039906","pdk3a"
"3",18921582,18936972,"ENSAMXG00000007771","pcyt1ba"
"3",18939687,19010256,"ENSAMXG00000007751","ensembl"
"3",65839749,65847292,"ENSAMXG00000005051","prdx6"
"3",65855155,65860213,"ENSAMXG00000005050","plpp6"
"3",65877594,65885894,"ENSAMXG00000005049","si:dkey-239i20.4"
"3",65893237,65902486,"ENSAMXG00000005048","si:dkey-239i20.2"
"3",42514381,42524787,"ENSAMXG00000041469","ccr6a"
"3",42518430,42519470,"ENSAMXG00000043932","ensembl"
"3",19025533,19033905,"ENSAMXG00000007740","arxa"
"3",42538952,42552746,"ENSAMXG00000002091","acbd3"
"3",65912102,65929400,"ENSAMXG00000005045","prrc2c"
"3",19053245,19072666,"ENSAMXG00000041733","hgd"
"3",19068251,19073086,"ENSAMXG00000030274","ndufb4"
"3",19079456,19094419,"ENSAMXG00000007854","ropn1l"
"3",42555719,42718544,"ENSAMXG00000002111","nhsl1b"
"3",19101494,19128919,"ENSAMXG00000007723","ankrd33ba"
"3",42719189,42727216,"ENSAMXG00000034618","hebp2"
"3",19136205,19164903,"ENSAMXG00000007721","dap"
"3",65929384,65940678,"ENSAMXG00000040521","myoc"
"3",42729261,42745317,"ENSAMXG00000002134","ensembl"
"3",65946088,65965520,"ENSAMXG00000037983","vamp4"
"3",42746281,42751515,"ENSAMXG00000002149","acat2"
"3",42750324,42758250,"ENSAMXG00000030347","wtap"
"3",42760001,42768616,"ENSAMXG00000040232","sod2"
"3",65981849,65989393,"ENSAMXG00000031004","itpa"
"3",65989414,66008648,"ENSAMXG00000012760","mettl13"
"3",42822375,42891143,"ENSAMXG00000002223","fndc1"
"3",19184285,19780843,"ENSAMXG00000007719","ctnnd2a"
"3",66008669,66069464,"ENSAMXG00000012779","dnm3a"
"3",42894879,42898575,"ENSAMXG00000002234","fam166c"
"3",42914367,42919428,"ENSAMXG00000037436","ensembl"
"3",66038353,66038449,"ENSAMXG00000027050","ensembl"
"3",66041028,66041111,"ENSAMXG00000027118","MIR199A2"
"3",19208762,19221488,"ENSAMXG00000029591","ensembl"
"3",66101044,66272697,"ENSAMXG00000043201","rngtt"
"3",19213665,19221623,"ENSAMXG00000043265","ensembl"
"3",19214985,19220003,"ENSAMXG00000039848","ensembl"
"3",19634953,19642724,"ENSAMXG00000040251","ensembl"
"3",42922860,43026255,"ENSAMXG00000002401","otofa"
"3",19869325,19882549,"ENSAMXG00000007716","zc2hc1a"
"3",66336375,66390552,"ENSAMXG00000010654","snx14"
"3",19896140,19899718,"ENSAMXG00000036917","si:dkey-7n6.2"
"3",20284163,20284251,"ENSAMXG00000042333","5S_rRNA"
"3",43044279,43051231,"ENSAMXG00000034339","pdia6"
"3",43049422,43057025,"ENSAMXG00000031838","hpcal1"
"3",20324188,20333115,"ENSAMXG00000040579","pex2"
"3",20369005,20430920,"ENSAMXG00000013609","zfhx4"
"3",43091918,43113371,"ENSAMXG00000012267","apobb.2"
"3",66345329,66345399,"ENSAMXG00000034809","ensembl"
"3",66393239,66430468,"ENSAMXG00000042752","nt5e"
"3",43115388,43135963,"ENSAMXG00000012234","ensembl"
"3",43139961,43171295,"ENSAMXG00000012204","pak6b"
"3",43145893,43147407,"ENSAMXG00000029153","ensembl"
"3",43173039,43180704,"ENSAMXG00000025295","myh6"
"3",43177633,43188945,"ENSAMXG00000032847","slc25a29"
"3",20739393,20761134,"ENSAMXG00000013618","hnf4g"
"3",66547591,66675009,"ENSAMXG00000010668","mei4"
"3",20763612,20767128,"ENSAMXG00000033860","ensembl"
"3",66623398,66633382,"ENSAMXG00000035588","ensembl"
"3",20768027,20795521,"ENSAMXG00000013631","pign"
"3",66681640,66682803,"ENSAMXG00000024961","HTR1B"
"3",20800074,20809884,"ENSAMXG00000032825","cops5"
"3",43260202,43260987,"ENSAMXG00000029912","ensembl"
"3",66801298,66858990,"ENSAMXG00000010672","ensembl"
"3",43260997,43261398,"ENSAMXG00000025292","ensembl"
"3",20811272,20821923,"ENSAMXG00000013664","ppp1r42"
"3",43297873,43326932,"ENSAMXG00000020584","PPP2R5C"
"3",20825739,20827326,"ENSAMXG00000013680","TCF24"
"3",20834529,20842479,"ENSAMXG00000013691","MCMDC2"
"3",66835186,66837354,"ENSAMXG00000033197","ensembl"
"3",66864084,67003779,"ENSAMXG00000010684","myo6a"
"3",20844208,20865752,"ENSAMXG00000013716","SGK3"
"3",43327815,43341516,"ENSAMXG00000020572","hsp90aa1.2"
"3",20873385,20890035,"ENSAMXG00000013759","mybl1"
"3",67052285,67079183,"ENSAMXG00000010790","senp6a"
"3",20912007,20915673,"ENSAMXG00000037893","rrs1"
"3",20966974,20967474,"ENSAMXG00000032945","ensembl"
"3",67087060,67088822,"ENSAMXG00000024963","CHST12"
"3",43351022,43352368,"ENSAMXG00000025291","mgat2"
"3",67096033,67106087,"ENSAMXG00000039688","CHST12"
"3",43359275,43362955,"ENSAMXG00000020569","ensembl"
"3",43427132,43439428,"ENSAMXG00000039635","ensembl"
"3",43448686,43455389,"ENSAMXG00000035428","ensembl"
"3",43490507,43495121,"ENSAMXG00000009512","igfbp1a"
"3",67110219,67115621,"ENSAMXG00000024965","CHST12"
"3",20974051,20996346,"ENSAMXG00000013789","trim55b"
"3",67126430,67150236,"ENSAMXG00000032324","ensembl"
"3",67156169,67164339,"ENSAMXG00000010826","nrl"
"3",20996390,21007544,"ENSAMXG00000037384","dnajc5b"
"3",67193123,67194052,"ENSAMXG00000024967","ensembl"
"3",43498101,43516957,"ENSAMXG00000036513","igfbp3"
"3",67215063,67246027,"ENSAMXG00000010850","ensembl"
"3",43598383,43664257,"ENSAMXG00000009528","TNS3"
"3",21000386,21063265,"ENSAMXG00000034112","pde7a"
"3",43663449,43672117,"ENSAMXG00000035418","si:ch211-191a24.4"
"3",43674845,43689533,"ENSAMXG00000032018","mcm3l"
"3",21009636,21010679,"ENSAMXG00000029419","ensembl"
"3",21084610,21092494,"ENSAMXG00000032269","mtfr1"
"3",43689119,43699730,"ENSAMXG00000009554","mep1b"
"3",43707856,43716461,"ENSAMXG00000036278","ensembl"
"3",21094942,21107192,"ENSAMXG00000041843","armc1"
"3",43725846,43729482,"ENSAMXG00000037574","ensembl"
"3",67354529,67415945,"ENSAMXG00000010891","sh3rf1"
"3",43800111,43883044,"ENSAMXG00000009581","palld"
"3",21270249,21271040,"ENSAMXG00000026338","bhlhe22"
"3",21287769,21287835,"ENSAMXG00000027231","ensembl"
"3",67434446,67480100,"ENSAMXG00000010924","nek1"
"3",43891016,43896741,"ENSAMXG00000036711","cbr4"
"3",43899869,43911600,"ENSAMXG00000009602","trmt1l"
"3",21448762,21466525,"ENSAMXG00000030366","ythdf3"
"3",43911721,43942753,"ENSAMXG00000009608","niban1a"
"3",21470763,21484036,"ENSAMXG00000013896","pdha1b"
"3",67489944,67496006,"ENSAMXG00000029063","ensembl"
"3",67515813,67530828,"ENSAMXG00000010956","ensembl"
"3",43934056,43981420,"ENSAMXG00000009625","kifap3a"
"3",67533773,67581096,"ENSAMXG00000010971","swt1"
"3",43986608,43998340,"ENSAMXG00000009655","mettl11b"
"3",67582705,67606574,"ENSAMXG00000016979","ivns1abpa"
"3",44036078,44043550,"ENSAMXG00000035192","gorab"
"3",44048639,44058963,"ENSAMXG00000032983","prrx1b"
"3",44133743,44133901,"ENSAMXG00000036779","ensembl"
"3",44150828,44160497,"ENSAMXG00000042731","si:ch211-242b18.1"
"3",44165882,44188647,"ENSAMXG00000043606","ensembl"
"3",44202353,44218774,"ENSAMXG00000009717","slc25a24"
"3",1329,12971,"ENSAMXG00000008452","gucy2d"
"3",24428,24783,"ENSAMXG00000008439","si:ch211-284e13.11"
"3",44221117,44253757,"ENSAMXG00000009723","elp3"
"3",67691180,67722900,"ENSAMXG00000042963","ensembl"
"3",41571,55392,"ENSAMXG00000030610","hsd20b2"
"3",67749736,67779643,"ENSAMXG00000040871","ensembl"
"3",44256750,44260386,"ENSAMXG00000009746","si:ch211-63o20.7"
"3",44280770,44296635,"ENSAMXG00000042920","pnocb"
"3",63206,75382,"ENSAMXG00000008383","slc12a9"
"3",81388,86872,"ENSAMXG00000041765","ensembl"
"3",21522922,21526310,"ENSAMXG00000030935","ensembl"
"3",67784324,67789549,"ENSAMXG00000030260","ensembl"
"3",21553492,21588021,"ENSAMXG00000013900","rps6ka3b"
"3",102343,120161,"ENSAMXG00000008344","gnb2"
"3",67796281,67798189,"ENSAMXG00000035106","ensembl"
"3",67821576,67829689,"ENSAMXG00000032553","ensembl"
"3",67838268,67843406,"ENSAMXG00000036904","ensembl"
"3",21591468,21594669,"ENSAMXG00000040423","si:dkey-226l10.6"
"3",67849880,67853480,"ENSAMXG00000003857","ensembl"
"3",125100,200926,"ENSAMXG00000008316","mink1"
"3",67854533,67862443,"ENSAMXG00000039807","arpc5b"
"3",21595403,21600164,"ENSAMXG00000032495","eif1axb"
"3",21604741,21637147,"ENSAMXG00000013940","map7d2b"
"3",21648293,21660670,"ENSAMXG00000013954","ensembl"
"3",210025,248014,"ENSAMXG00000008278","pld2"
"3",21662049,21670758,"ENSAMXG00000013967","lipib"
"3",44300102,44306819,"ENSAMXG00000009775","znf395b"
"3",21671693,21685467,"ENSAMXG00000013983","zgc:112408"
"3",67878895,67926316,"ENSAMXG00000003869","rock2b"
"3",44319069,44323391,"ENSAMXG00000025525","paqr8"
"3",44339476,44347266,"ENSAMXG00000009797","mcm3"
"3",21700786,21707563,"ENSAMXG00000039498","ensembl"
"3",21712815,21715268,"ENSAMXG00000042503","ensembl"
"3",21716480,21721392,"ENSAMXG00000014017","lyz"
"3",281890,298244,"ENSAMXG00000040922","chrne"
"3",44357223,44359478,"ENSAMXG00000039772","il17a/f3"
"3",44359538,44368107,"ENSAMXG00000041709","stmn4"
"3",21723943,21733151,"ENSAMXG00000014033","chodl"
"3",67933724,67940763,"ENSAMXG00000003871","SLC66A3"
"3",304149,311663,"ENSAMXG00000039692","gltpd2"
"3",322716,353875,"ENSAMXG00000032313","atp1b2b"
"3",67970134,67971582,"ENSAMXG00000041403","kcnf1a"
"3",67973360,67981572,"ENSAMXG00000003877","drc1"
"3",44417455,44460811,"ENSAMXG00000019172","cdc42bpb"
"3",68004070,68004315,"ENSAMXG00000036042","si:dkey-65b13.13"
"3",363041,388760,"ENSAMXG00000006977","ensembl"
"3",68008663,68019008,"ENSAMXG00000002114","paplnb"
"3",430495,438647,"ENSAMXG00000006991","mogat3b"
"3",441236,445792,"ENSAMXG00000041703","znhit1"
"3",500117,503912,"ENSAMXG00000042597","ensembl"
"3",68019362,68024834,"ENSAMXG00000035172","ensembl"
"3",21759013,21766640,"ENSAMXG00000014069","ensembl"
"3",509282,517215,"ENSAMXG00000007048","ensembl"
"3",522334,523488,"ENSAMXG00000040308","ensembl"
"3",68024855,68044481,"ENSAMXG00000002105","smek1"
"3",21767024,21767812,"ENSAMXG00000032627","si:rp71-1f1.4"
"3",21768385,21775013,"ENSAMXG00000014089","apoob"
"3",549756,561786,"ENSAMXG00000040258","ensembl"
"3",21782260,21786833,"ENSAMXG00000029966","sat1b"
"3",21786987,21795566,"ENSAMXG00000014122","acot9.2"
"3",21799221,21800828,"ENSAMXG00000035523","ensembl"
"3",21802376,21807256,"ENSAMXG00000034366","ensembl"
"3",21810744,21816587,"ENSAMXG00000030363","tagln3b"
"3",21820601,21824699,"ENSAMXG00000014160","TAGLN3"
"3",68087028,68089402,"ENSAMXG00000034547","anxa1a"
"3",21825673,21829999,"ENSAMXG00000042750","c1qtnf9"
"3",21827699,21828217,"ENSAMXG00000032802","ensembl"
"3",21830297,21856989,"ENSAMXG00000014196","spata13"
"3",21871702,21873022,"ENSAMXG00000043708","ensembl"
"3",21891941,21894733,"ENSAMXG00000030254","ensembl"
"3",44461239,44472767,"ENSAMXG00000019164","vipas39"
"3",21897173,21929288,"ENSAMXG00000014301","flt1"
"3",44478742,44479821,"ENSAMXG00000026157","ensembl"
"3",21928998,21951632,"ENSAMXG00000014360","pan3"
"3",21953833,21975606,"ENSAMXG00000014377","flt3"
"3",68220851,68230493,"ENSAMXG00000036444","mycn"
"3",68338905,68351875,"ENSAMXG00000002100","ddx1"
"3",21975844,21978747,"ENSAMXG00000014396","urad"
"3",21978754,21987345,"ENSAMXG00000031179","pdx1"
"3",21993294,21999035,"ENSAMXG00000031681","si:ch211-140b10.6"
"3",44525839,44575444,"ENSAMXG00000035698","runx2b"
"3",44673077,44694625,"ENSAMXG00000030048","opn8a"
"3",44710459,44727248,"ENSAMXG00000032634","opn8b"
"3",1294623,1341533,"ENSAMXG00000035650","ensembl"
"3",44734601,44760362,"ENSAMXG00000017324","mut"
"3",21999314,22050972,"ENSAMXG00000014426","lnx2a"
"3",44767878,44799921,"ENSAMXG00000032570","fkbp1b"
"3",44803526,44814738,"ENSAMXG00000017293","wdcp"
"3",22031042,22034895,"ENSAMXG00000014453","gtf3ab"
"3",1386684,1389127,"ENSAMXG00000025186","fzd9a"
"3",22049449,22052072,"ENSAMXG00000041892","rpl21"
"3",1409763,1420421,"ENSAMXG00000007323","fkbp6"
"3",22055336,22065057,"ENSAMXG00000014486","usp12a"
"3",1422176,1428431,"ENSAMXG00000041386","zgc:193711"
"3",44809274,44849294,"ENSAMXG00000017279","mfsd2b"
"3",1430195,1436173,"ENSAMXG00000034210","hspb2"
"3",22070628,22074577,"ENSAMXG00000025607","gpr12"
"3",1437605,1441131,"ENSAMXG00000007337","cryabb"
"3",44855123,44870740,"ENSAMXG00000035346","ubxn2a"
"3",22083948,22107444,"ENSAMXG00000014501","wasf3b"
"3",1446428,1451059,"ENSAMXG00000043230","C11orf1"
"3",22110811,22127870,"ENSAMXG00000014535","cdk8"
"3",44872601,44974097,"ENSAMXG00000017229","atad2b"
"3",22130078,22139192,"ENSAMXG00000042264","rnf6"
"3",1450045,1455925,"ENSAMXG00000041018","mia"
"3",68366675,68724175,"ENSAMXG00000002065","nbas"
"3",22165974,22259180,"ENSAMXG00000014593","atp8a2"
"3",1459958,1469517,"ENSAMXG00000007341","bicdl2"
"3",1469969,1477605,"ENSAMXG00000007344","ensembl"
"3",1484770,1495870,"ENSAMXG00000038474","TOMM40L"
"3",1497276,1501402,"ENSAMXG00000037810","ufc1"
"3",68824211,68828180,"ENSAMXG00000002045","lratd1"
"3",1510252,1512455,"ENSAMXG00000025187","gig2p"
"3",1517340,1529740,"ENSAMXG00000038372","fdxacb1"
"3",1534218,1548950,"ENSAMXG00000007362","alg9"
"3",44980580,45315393,"ENSAMXG00000017203","klhl29"
"3",69095760,69141127,"ENSAMXG00000037611","scml4"
"3",69144200,69161802,"ENSAMXG00000015120","sec63"
"3",69178593,69188172,"ENSAMXG00000032923","ostm1"
"3",45326446,45327468,"ENSAMXG00000031642","ensembl"
"3",1559464,1577696,"ENSAMXG00000041116","ppp2r1ba"
"3",1583498,1584613,"ENSAMXG00000043788","ensembl"
"3",1589889,1624644,"ENSAMXG00000007368","sik2a"
"3",22270994,22285910,"ENSAMXG00000032367","shisa2b"
"3",22286506,22296204,"ENSAMXG00000014666","spice1"
"3",1626181,1638602,"ENSAMXG00000041120","layna"
"3",1639065,1654390,"ENSAMXG00000030684","si:dkey-27p23.3"
"3",45356475,45365117,"ENSAMXG00000031444","trib2"
"3",22307665,22331761,"ENSAMXG00000014682","ensembl"
"3",1664517,1669355,"ENSAMXG00000007377","btg4"
"3",1696138,1698748,"ENSAMXG00000035394","ensembl"
"3",45403809,45409097,"ENSAMXG00000042165","ensembl"
"3",1728792,1731088,"ENSAMXG00000032813","ensembl"
"3",45436102,45439988,"ENSAMXG00000017178","GZF1"
"3",45437838,45448049,"ENSAMXG00000034361","napbb"
"3",22384147,22424523,"ENSAMXG00000014704","boc"
"3",22424604,22436915,"ENSAMXG00000039711","usf3"
"3",45451358,45465870,"ENSAMXG00000017152","gpcpd1"
"3",69203702,69215882,"ENSAMXG00000014961","nr2e1"
"3",22437763,22446291,"ENSAMXG00000030749","naa50"
"3",22447821,22459988,"ENSAMXG00000040281","atp6v1ab"
"3",69222445,69243942,"ENSAMXG00000038442","snx3"
"3",69243960,69279790,"ENSAMXG00000014836","afg1lb"
"3",22460306,22483545,"ENSAMXG00000014778","gramd1c"
"3",45494482,45500075,"ENSAMXG00000040233","ensembl"
"3",45501975,45513033,"ENSAMXG00000017116","trmt6"
"3",69286929,69324179,"ENSAMXG00000040459","foxo3b"
"3",69338768,69361371,"ENSAMXG00000014733","armc2"
"3",22487976,22497407,"ENSAMXG00000038278","zdhhc23b"
"3",69342561,69343843,"ENSAMXG00000040180","ensembl"
"3",1885435,1927926,"ENSAMXG00000007381","drd2b"
"3",45515186,45531484,"ENSAMXG00000017103","fermt1"
"3",22494085,22523698,"ENSAMXG00000014793","ccdc191"
"3",69362852,69438741,"ENSAMXG00000014676","sesn1"
"3",69441269,69451954,"ENSAMXG00000014636","cep57l1"
"3",45560546,45571934,"ENSAMXG00000025842","bmp2b"
"3",22524070,22546207,"ENSAMXG00000038440","qtrt2"
"3",22578206,22601468,"ENSAMXG00000014808","drd3"
"3",22608208,22613936,"ENSAMXG00000036170","si:ch211-161h7.8"
"3",22620752,22627776,"ENSAMXG00000014814","kpna1"
"3",45615344,45788201,"ENSAMXG00000006035","PLCB1"
"3",69458178,69469253,"ENSAMXG00000032268","cd164"
"3",2150556,2161774,"ENSAMXG00000029999","nrgna"
"3",22624531,22642647,"ENSAMXG00000014822","fam162a"
"3",2186821,2202825,"ENSAMXG00000029628","HEPACAM"
"3",69478813,69519757,"ENSAMXG00000014495","grm1a"
"3",2209431,2220423,"ENSAMXG00000007389","ccdc15"
"3",22642434,22645756,"ENSAMXG00000038961","ccdc58"
"3",69524371,69553050,"ENSAMXG00000037404","rab32a"
"3",2226785,2238886,"ENSAMXG00000007394","slc37a2"
"3",69554680,69566979,"ENSAMXG00000041135","ensembl"
"3",22647503,22653791,"ENSAMXG00000040702","cst14a.1"
"3",22662192,22676097,"ENSAMXG00000014838","ensembl"
