"","Namespace","GO_ID","GO_Term"
"402","Biological Process","GO:0000466","maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"403","Biological Process","GO:0000467","exonucleolytic trimming to generate mature 3-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"404","Biological Process","GO:0000468","generation of mature 3-end of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"405","Biological Process","GO:0000469","cleavage involved in rRNA processing"
"406","Biological Process","GO:0000470","maturation of LSU-rRNA"
"407","Biological Process","GO:0000471","endonucleolytic cleavage in 3-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"408","Biological Process","GO:0000472","endonucleolytic cleavage to generate mature 5-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"409","Biological Process","GO:0000473","maturation of LSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)"
"410","Biological Process","GO:0000474","maturation of SSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)"
"411","Biological Process","GO:0000475","maturation of 2S rRNA"
"412","Biological Process","GO:0000476","maturation of 4.5S rRNA"
"413","Biological Process","GO:0000477","generation of mature 5-end of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"414","Biological Process","GO:0000478","endonucleolytic cleavage involved in rRNA processing"
"415","Biological Process","GO:0000479","endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"416","Biological Process","GO:0000480","endonucleolytic cleavage in 5-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"417","Biological Process","GO:0000481","maturation of 5S rRNA"
"418","Biological Process","GO:0000482","maturation of 5S rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"419","Biological Process","GO:0000483","endonucleolytic cleavage of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)"
"420","Biological Process","GO:0000484","cleavage between SSU-rRNA and 5.8S rRNA of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)"
"421","Biological Process","GO:0000485","cleavage between 2S rRNA and LSU-rRNA of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)"
"422","Biological Process","GO:0000486","cleavage between 5.8S rRNA and 2S rRNA of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)"
"423","Biological Process","GO:0000487","maturation of 5.8S rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)"
"424","Biological Process","GO:0000488","maturation of LSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA)"
"425","Biological Process","GO:0000489","maturation of SSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA)"
"426","Biological Process","GO:0000491","small nucleolar ribonucleoprotein complex assembly"
"427","Biological Process","GO:0000492","box C/D snoRNP assembly"
"428","Biological Process","GO:0000493","box H/ACA snoRNP assembly"
"429","Biological Process","GO:0000494","box C/D RNA 3-end processing"
"430","Biological Process","GO:0000495","box H/ACA RNA 3-end processing"
"431","Molecular Function","GO:0000497","DNA template activity"
"432","Cellular Component","GO:0000500","RNA polymerase I upstream activating factor complex"
"433","Cellular Component","GO:0000502","proteasome complex"
"434","Cellular Component","GO:0000504","obsolete proteasome regulatory particle (sensu Bacteria)"
"435","Cellular Component","GO:0000506","glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex"
"436","Biological Process","GO:0000578","embryonic axis specification"
"437","Molecular Function","GO:0000700","mismatch base pair DNA N-glycosylase activity"
"438","Molecular Function","GO:0000701","purine-specific mismatch base pair DNA N-glycosylase activity"
"439","Molecular Function","GO:0000702","oxidized base lesion DNA N-glycosylase activity"
"440","Molecular Function","GO:0000703","oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity"
"441","Molecular Function","GO:0000704","pyrimidine dimer DNA N-glycosylase activity"
"442","Biological Process","GO:0000705","achiasmate meiosis I"
"443","Biological Process","GO:0000706","meiotic DNA double-strand break processing"
"444","Biological Process","GO:0000707","meiotic DNA recombinase assembly"
"445","Biological Process","GO:0000708","meiotic strand invasion"
"446","Biological Process","GO:0000709","meiotic joint molecule formation"
"447","Biological Process","GO:0000710","meiotic mismatch repair"
"448","Biological Process","GO:0000711","meiotic DNA repair synthesis"
"449","Biological Process","GO:0000712","resolution of meiotic recombination intermediates"
"450","Biological Process","GO:0000713","meiotic heteroduplex formation"
"451","Biological Process","GO:0000714","meiotic strand displacement"
"452","Biological Process","GO:0000715","nucleotide-excision repair, DNA damage recognition"
"453","Biological Process","GO:0000716","transcription-coupled nucleotide-excision repair, DNA damage recognition"
"454","Biological Process","GO:0000717","nucleotide-excision repair, DNA duplex unwinding"
"455","Biological Process","GO:0000718","nucleotide-excision repair, DNA damage removal"
"456","Biological Process","GO:0000719","photoreactive repair"
"457","Biological Process","GO:0000720","pyrimidine dimer repair by nucleotide-excision repair"
"458","Molecular Function","GO:0000721","(R,R)-butanediol dehydrogenase activity"
"459","Biological Process","GO:0000722","telomere maintenance via recombination"
"460","Biological Process","GO:0000723","telomere maintenance"
"461","Biological Process","GO:0000724","double-strand break repair via homologous recombination"
"462","Biological Process","GO:0000725","recombinational repair"
"463","Biological Process","GO:0000726","obsolete non-recombinational repair"
"464","Biological Process","GO:0000727","double-strand break repair via break-induced replication"
"465","Biological Process","GO:0000729","DNA double-strand break processing"
"466","Biological Process","GO:0000730","DNA recombinase assembly"
"467","Biological Process","GO:0000731","DNA synthesis involved in DNA repair"
"468","Biological Process","GO:0000732","strand displacement"
"469","Biological Process","GO:0000733","obsolete DNA strand renaturation"
"470","Biological Process","GO:0000735","removal of nonhomologous ends"
"471","Biological Process","GO:0000736","double-strand break repair via single-strand annealing, removal of nonhomologous ends"
"472","Biological Process","GO:0000737","DNA catabolic process, endonucleolytic"
"473","Biological Process","GO:0000738","DNA catabolic process, exonucleolytic"
"474","Molecular Function","GO:0000739","obsolete DNA strand annealing activity"
"475","Biological Process","GO:0000740","nuclear membrane fusion"
"476","Biological Process","GO:0000741","karyogamy"
"477","Biological Process","GO:0000742","karyogamy involved in conjugation with cellular fusion"
"478","Biological Process","GO:0000743","nuclear migration involved in conjugation with cellular fusion"
"479","Biological Process","GO:0000744","karyogamy involved in conjugation with mutual genetic exchange"
"480","Biological Process","GO:0000745","nuclear migration involved in conjugation with mutual genetic exchange"
"481","Biological Process","GO:0000746","conjugation"
"482","Biological Process","GO:0000747","conjugation with cellular fusion"
"483","Biological Process","GO:0000748","conjugation with mutual genetic exchange"
"484","Biological Process","GO:0000749","response to pheromone triggering conjugation with cellular fusion"
"485","Biological Process","GO:0000750","pheromone-dependent signal transduction involved in conjugation with cellular fusion"
"486","Biological Process","GO:0000751","mitotic cell cycle G1 arrest in response to pheromone"
"487","Biological Process","GO:0000752","agglutination involved in conjugation with cellular fusion"
"488","Biological Process","GO:0000753","cell morphogenesis involved in conjugation with cellular fusion"
"489","Biological Process","GO:0000754","adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion"
"490","Biological Process","GO:0000755","cytogamy"
"491","Biological Process","GO:0000756","response to pheromone regulating conjugation with mutual genetic exchange"
"492","Biological Process","GO:0000757","obsolete signal transduction involved in regulation of conjugation with mutual genetic exchange"
"493","Biological Process","GO:0000758","agglutination involved in conjugation with mutual genetic exchange"
"494","Biological Process","GO:0000759","obsolete cell morphogenesis involved in conjugation with mutual genetic exchange"
"495","Biological Process","GO:0000760","adaptation to pheromone regulating conjugation with mutual genetic exchange"
"496","Biological Process","GO:0000761","conjugant formation"
"497","Biological Process","GO:0000762","pheromone-induced unidirectional conjugation"
"498","Biological Process","GO:0000763","obsolete cell morphogenesis involved in unidirectional conjugation"
"499","Biological Process","GO:0000764","obsolete cellular morphogenesis involved in pheromone-induced unidirectional conjugation"
"500","Biological Process","GO:0000765","response to pheromone regulating pheromone-induced unidirectional conjugation"
"501","Biological Process","GO:0000766","negative adaptation of signaling pathway by response to pheromone involved in pheromone-induced unidirectional conjugation"
"502","Biological Process","GO:0000767","cell morphogenesis involved in conjugation"
"503","Biological Process","GO:0000768","syncytium formation by plasma membrane fusion"
"504","Biological Process","GO:0000769","syncytium formation by mitosis without cytokinesis"
"505","Biological Process","GO:0000770","peptide pheromone export"
"506","Biological Process","GO:0000771","agglutination involved in conjugation"
"507","Molecular Function","GO:0000772","mating pheromone activity"
"508","Molecular Function","GO:0000773","phosphatidyl-N-methylethanolamine N-methyltransferase activity"
"509","Molecular Function","GO:0000774","adenyl-nucleotide exchange factor activity"
"510","Cellular Component","GO:0000775","chromosome, centromeric region"
"511","Cellular Component","GO:0000776","kinetochore"
"512","Cellular Component","GO:0000779","condensed chromosome, centromeric region"
"513","Cellular Component","GO:0000781","chromosome, telomeric region"
"514","Cellular Component","GO:0000782","telomere cap complex"
"515","Cellular Component","GO:0000783","nuclear telomere cap complex"
"516","Cellular Component","GO:0000785","chromatin"
"517","Cellular Component","GO:0000786","nucleosome"
"518","Cellular Component","GO:0000791","euchromatin"
"519","Cellular Component","GO:0000792","heterochromatin"
"520","Cellular Component","GO:0000793","condensed chromosome"
"521","Cellular Component","GO:0000794","condensed nuclear chromosome"
"522","Cellular Component","GO:0000795","synaptonemal complex"
"523","Cellular Component","GO:0000796","condensin complex"
"524","Cellular Component","GO:0000798","nuclear cohesin complex"
"525","Cellular Component","GO:0000800","lateral element"
"526","Cellular Component","GO:0000801","central element"
"527","Cellular Component","GO:0000802","transverse filament"
"528","Cellular Component","GO:0000803","sex chromosome"
